Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
single,1,1,daytime,151.0,37,138.0,yes,no,yes,female,no,18,7,7,6,15.2,0,7,7,6,15.2,0,1
single,17,1,daytime,135.0,3,132.9,yes,no,no,female,no,29,6,9,6,16.333333333333332,0,6,8,5,15.6,0,0
single,43,1,daytime,140.0,3,140.0,no,no,yes,female,no,20,17,29,14,12.5625,4,12,24,12,12.857142857142858,1,1
single,7,1,daytime,140.0,3,140.0,no,no,yes,female,no,26,7,0,0,0.0,0,8,0,0,0.0,0,0
single,1,2,daytime,100.0,38,99.3,yes,no,yes,female,no,21,6,8,5,12.4,0,6,6,6,12.0,0,1
single,18,1,daytime,126.0,37,119.3,no,no,yes,female,yes,19,8,9,8,13.78125,1,8,9,8,13.78125,1,1
single,17,2,daytime,123.0,19,113.2,yes,yes,yes,female,no,19,6,10,6,12.166666666666666,0,6,8,5,11.666666666666666,0,0
single,17,1,daytime,133.1,38,117.0,no,no,yes,female,no,21,6,8,5,11.8,0,6,8,5,11.833333333333334,0,1
single,18,1,evening,137.0,1,123.0,no,yes,yes,female,no,20,6,13,4,10.8,0,6,15,4,12.0,0,1
single,1,6,daytime,138.0,37,127.2,yes,no,yes,female,yes,18,7,8,7,13.26,0,8,8,8,14.28625,0,1
single,1,2,daytime,128.0,34,141.0,yes,no,no,female,no,20,6,10,4,12.0,0,6,15,3,10.666666666666666,0,0
single,1,1,daytime,136.0,19,121.7,no,no,yes,female,yes,20,6,9,6,11.875,0,6,7,6,14.428571428571429,0,1
single,43,1,daytime,127.0,19,121.1,no,no,yes,female,yes,18,7,11,5,12.16,0,7,7,2,13.4,0,1
single,16,1,daytime,145.0,1,146.1,yes,no,yes,female,no,18,6,6,1,15.0,0,6,7,4,12.5,0,1
single,1,1,daytime,140.0,37,142.5,yes,no,yes,female,no,18,6,6,6,13.333333333333334,0,6,9,5,13.2,0,1
single,17,1,daytime,138.0,2,126.8,yes,no,yes,female,no,18,5,12,2,11.5,0,5,12,3,11.8,2,1
single,44,1,daytime,150.0,3,150.0,yes,no,yes,female,no,22,6,7,6,14.428571428571429,0,6,9,5,13.0,0,1
single,44,3,daytime,150.0,1,150.0,yes,no,yes,female,no,19,5,10,1,13.0,1,5,8,3,15.333333333333334,0,1
single,17,1,daytime,131.0,19,134.5,yes,no,yes,female,yes,19,6,7,6,15.0,0,6,8,6,14.333333333333334,0,1
single,1,2,daytime,136.0,19,129.5,yes,no,yes,female,no,18,7,9,7,15.155555555555557,0,8,8,8,16.8,0,1
single,1,1,daytime,117.0,38,113.2,yes,yes,yes,female,no,20,6,8,6,10.666666666666666,0,6,7,6,11.857142857142858,0,1
single,17,1,daytime,158.0,38,140.2,yes,no,yes,female,no,18,6,9,5,11.0,0,6,9,4,11.25,0,0
single,17,2,daytime,129.0,1,119.2,yes,no,yes,female,no,21,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,1,daytime,140.0,1,140.7,no,no,yes,female,no,19,6,7,6,12.285714285714286,0,6,7,6,12.0,0,1
single,1,5,daytime,141.0,38,142.3,yes,no,yes,female,no,18,8,8,8,12.82875,0,8,8,8,12.82875,0,0
single,1,4,daytime,132.0,12,129.9,yes,no,yes,female,no,18,6,6,6,12.666666666666666,0,6,8,5,14.4,0,1
single,17,1,daytime,133.0,1,134.8,yes,no,yes,female,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,1,daytime,109.0,19,104.1,yes,yes,no,female,yes,21,6,16,2,13.0,0,6,8,0,0.0,0,0
single,1,1,daytime,135.0,1,122.4,no,yes,yes,female,no,19,5,10,5,10.875,0,5,8,4,12.4,0,1
single,1,1,daytime,122.0,37,120.6,yes,no,yes,female,yes,19,5,5,5,12.8,0,5,8,5,11.6,0,1
single,17,3,daytime,118.0,1,112.4,yes,no,yes,female,no,19,6,10,5,11.285714285714286,0,6,7,0,0.0,0,0
single,1,1,daytime,174.0,5,157.9,no,no,yes,female,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,43,1,daytime,142.0,38,125.9,no,no,yes,female,yes,19,6,0,0,0.0,0,6,11,1,10.0,0,0
single,17,2,daytime,131.0,38,118.4,yes,no,yes,female,yes,20,7,9,6,13.766666666666666,0,8,9,8,13.744444444444444,0,0
single,1,3,daytime,139.0,18,130.8,yes,no,no,female,no,18,8,9,6,12.758333333333333,1,8,9,6,12.758333333333333,1,0
single,1,1,daytime,170.0,19,176.7,yes,no,yes,female,yes,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,182.0,19,156.8,yes,no,yes,female,no,18,6,6,6,12.666666666666666,0,6,8,6,13.25,0,1
single,1,1,daytime,125.0,19,126.8,no,no,yes,female,no,18,6,13,6,12.0,0,6,16,4,12.75,0,1
single,1,1,daytime,142.0,1,128.0,no,no,yes,female,yes,19,6,8,6,12.25,0,6,8,6,12.0,0,1
single,1,2,daytime,119.0,19,113.8,yes,no,yes,female,no,20,5,8,3,11.333333333333334,0,5,8,5,12.2,0,1
single,17,5,daytime,128.0,1,120.8,yes,no,yes,female,yes,19,7,9,7,13.507142857142856,0,8,12,8,13.05,0,1
single,1,3,daytime,150.0,19,130.8,yes,no,yes,female,no,18,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,0,1
single,39,1,daytime,133.1,19,101.0,no,yes,yes,female,no,25,6,6,0,0.0,0,6,6,0,0.0,0,0
single,17,5,daytime,131.0,37,126.1,yes,no,no,female,no,18,6,9,4,11.5,1,6,6,6,12.166666666666666,0,1
single,1,5,daytime,118.0,38,113.8,yes,no,yes,female,no,19,6,7,6,12.333333333333334,0,6,7,6,12.5,0,1
single,17,2,daytime,122.0,19,118.3,yes,no,yes,female,yes,19,7,7,7,11.971428571428572,0,8,8,8,14.4375,0,1
single,1,1,daytime,116.0,19,127.9,no,yes,no,female,yes,20,5,12,2,13.0,1,5,13,2,11.5,0,0
single,17,5,daytime,137.0,1,131.1,yes,no,yes,female,no,18,7,9,7,12.385714285714286,0,8,9,7,12.728571428571428,0,1
single,17,4,daytime,128.0,38,117.9,yes,no,yes,female,no,20,5,12,2,13.5,0,5,12,5,11.285714285714286,1,1
single,17,1,daytime,123.0,1,115.7,yes,no,yes,female,no,21,6,8,6,12.166666666666666,0,6,7,6,13.285714285714286,0,1
single,1,2,daytime,133.1,3,141.0,yes,no,yes,female,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
married,39,1,evening,110.0,37,120.0,no,no,yes,female,no,42,6,6,6,11.666666666666666,0,6,6,6,13.666666666666666,0,1
single,17,1,daytime,143.0,3,131.8,yes,yes,no,female,no,18,6,9,5,12.4,0,6,12,5,14.166666666666666,0,1
single,1,1,daytime,150.0,37,131.1,no,no,yes,female,yes,19,6,7,5,13.4,0,6,6,6,12.833333333333334,0,1
single,1,6,daytime,129.0,38,117.8,yes,no,yes,female,no,18,6,11,6,12.0,0,6,11,4,12.5,0,1
single,10,1,daytime,140.0,19,140.0,yes,no,yes,female,no,21,5,6,5,14.2,0,5,5,5,14.8,0,1
single,1,1,daytime,133.1,38,108.0,no,no,yes,female,yes,20,6,8,6,12.125,0,6,7,6,14.428571428571429,0,1
single,1,1,daytime,132.0,1,122.9,yes,no,yes,female,no,20,7,7,7,13.857142857142858,0,7,7,7,13.285714285714286,0,1
single,44,1,daytime,130.0,3,130.0,yes,no,yes,female,no,21,6,13,3,11.75,0,6,13,5,12.333333333333334,0,1
single,1,4,daytime,137.0,38,126.0,yes,no,yes,female,no,19,7,9,7,14.283333333333337,0,8,9,8,13.125555555555556,0,1
single,42,1,daytime,133.1,1,134.0,no,no,yes,female,no,21,13,21,11,13.272727272727272,0,11,13,9,13.0,0,1
single,1,1,daytime,143.0,38,134.3,yes,no,yes,female,no,19,6,6,6,14.666666666666666,0,6,7,6,15.142857142857142,0,1
single,1,1,daytime,148.0,19,138.7,no,no,yes,female,yes,19,7,10,7,15.114999999999998,0,8,10,8,15.092,0,1
single,17,2,daytime,137.0,1,143.3,yes,no,yes,female,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,44,1,daytime,160.0,37,160.0,yes,no,yes,female,no,22,6,13,6,15.0,0,6,7,6,13.142857142857142,0,1
single,1,2,daytime,112.0,3,111.0,no,no,yes,female,no,21,6,8,5,13.2,0,6,9,5,14.333333333333334,0,1
single,17,4,daytime,133.0,37,128.5,yes,no,yes,female,yes,18,6,14,2,11.0,0,6,14,3,10.333333333333334,0,0
single,1,4,daytime,142.0,1,133.0,no,no,yes,female,yes,20,8,8,7,14.565714285714288,0,8,8,7,14.565714285714288,0,1
single,17,2,daytime,123.0,34,114.6,yes,yes,no,female,no,18,5,8,3,12.0,0,5,6,4,10.75,0,0
single,17,1,daytime,103.0,19,104.1,no,no,yes,female,no,20,6,6,0,0.0,0,5,5,0,0.0,0,0
single,17,4,daytime,140.0,1,127.6,yes,no,yes,female,no,23,7,7,6,13.796666666666669,0,8,11,7,13.775,0,1
single,1,2,daytime,159.0,1,151.0,yes,no,yes,female,no,18,6,6,6,14.833333333333334,0,6,6,6,15.333333333333334,0,1
single,44,1,daytime,140.0,1,135.7,yes,no,yes,female,no,20,6,6,6,12.833333333333334,0,6,6,6,13.833333333333334,0,1
single,17,1,daytime,148.0,38,137.8,yes,no,yes,female,yes,18,8,8,7,14.962857142857144,0,8,8,7,14.962857142857144,0,1
single,1,6,daytime,112.0,38,117.3,yes,no,yes,female,no,20,5,8,4,12.0,0,5,8,5,11.2,0,1
single,18,2,daytime,131.0,1,121.2,yes,no,yes,female,no,18,7,8,7,12.4,0,8,9,8,12.8,0,1
single,17,1,daytime,145.0,3,129.3,yes,no,yes,female,no,20,6,7,6,15.571428571428571,0,6,6,6,17.166666666666668,0,1
single,1,5,daytime,133.1,1,123.0,yes,no,yes,female,no,19,8,8,7,13.714285714285714,0,8,8,7,13.714285714285714,0,1
single,44,1,daytime,140.0,1,140.0,no,no,yes,female,no,21,6,9,6,13.142857142857142,0,6,9,6,12.166666666666666,0,1
married,7,1,daytime,140.0,37,140.0,no,no,yes,female,no,33,6,7,6,15.0,0,6,8,3,11.0,0,1
single,1,1,daytime,150.0,12,144.6,no,yes,no,female,no,24,5,6,1,13.0,0,5,5,0,0.0,0,0
single,43,1,daytime,120.0,1,118.3,no,no,yes,female,yes,20,11,12,11,12.0,0,11,14,11,12.75,0,1
single,1,1,daytime,156.0,19,153.6,yes,no,yes,female,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,4,daytime,167.0,1,158.3,yes,no,yes,female,no,18,6,6,6,15.166666666666666,0,6,6,6,14.166666666666666,0,1
single,43,1,evening,133.1,34,100.0,no,yes,yes,female,no,29,6,9,4,12.0,0,6,13,2,10.5,0,0
single,17,1,daytime,147.0,1,134.9,no,no,yes,female,no,18,7,7,7,13.642857142857142,0,8,11,8,14.772727272727272,0,1
single,1,3,daytime,129.0,38,142.0,yes,no,yes,female,no,19,6,8,6,12.666666666666666,0,6,7,6,12.714285714285714,0,1
single,17,1,daytime,136.0,38,127.3,yes,no,yes,female,no,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,1,daytime,128.0,19,116.5,no,no,yes,female,yes,18,6,8,5,10.8,0,6,9,6,10.5,0,1
single,43,1,daytime,140.0,19,138.6,no,no,yes,female,yes,19,7,9,6,14.25,0,8,11,8,13.063636363636364,0,1
single,42,1,daytime,141.0,37,133.0,no,no,yes,female,no,20,14,22,12,12.153846153846152,0,12,18,10,12.9,0,0
single,17,2,daytime,133.0,2,136.2,yes,no,yes,female,no,19,6,14,1,11.5,0,6,12,2,10.5,0,1
single,17,1,daytime,125.0,19,118.0,yes,no,yes,female,yes,19,6,10,4,12.25,0,6,9,3,12.333333333333334,0,1
single,1,1,daytime,124.0,19,126.8,no,no,yes,female,yes,18,6,8,6,12.0,1,6,12,5,11.142857142857142,0,1
single,1,6,daytime,140.0,19,128.5,yes,no,yes,female,yes,18,8,8,8,13.40375,0,8,8,8,13.40375,0,1
single,17,1,daytime,140.0,3,129.9,no,no,yes,female,yes,19,6,15,6,11.333333333333334,0,6,9,3,12.666666666666666,0,1
single,17,4,daytime,137.0,1,125.8,no,yes,yes,male,no,20,6,7,5,12.2,0,6,6,6,12.333333333333334,0,0
single,17,1,daytime,144.0,37,129.3,yes,no,yes,male,yes,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,6,daytime,138.0,4,124.7,yes,no,yes,male,no,18,7,0,0,0.0,0,8,0,0,0.0,0,0
single,39,1,daytime,130.0,3,154.9,no,yes,no,male,no,35,6,8,5,16.166666666666668,0,6,10,4,16.0,0,0
single,17,1,daytime,142.0,19,127.3,no,no,yes,male,no,18,5,10,3,11.0,0,5,6,3,11.0,1,1
single,1,1,daytime,136.0,37,129.0,yes,no,yes,male,yes,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,2,daytime,133.1,38,98.0,yes,no,yes,male,yes,19,6,8,4,12.0,0,6,8,6,12.285714285714286,0,1
single,17,2,daytime,130.0,1,122.0,yes,no,yes,male,no,20,5,8,2,10.5,0,5,11,4,12.25,0,1
single,43,1,daytime,117.0,1,112.5,yes,no,yes,male,no,19,6,7,3,11.666666666666666,0,6,13,4,10.333333333333334,0,1
single,1,3,daytime,136.0,38,127.3,yes,no,yes,male,no,19,5,8,3,11.0,0,5,7,2,10.0,0,0
single,39,2,daytime,133.1,1,100.5,no,no,yes,male,no,24,7,18,0,0.0,0,7,13,0,0.0,1,0
single,39,1,evening,140.0,37,122.0,yes,yes,no,male,no,29,6,11,4,12.5,0,6,7,0,0.0,0,0
single,39,1,daytime,150.0,38,140.0,no,no,yes,male,no,24,7,11,7,11.294444444444444,0,8,22,2,12.6,0,1
single,17,2,daytime,121.0,19,116.1,yes,no,yes,male,no,19,6,8,5,11.2,0,6,11,4,12.5,0,1
married,7,1,daytime,120.0,19,130.0,yes,no,yes,male,no,37,0,0,0,0.0,0,0,0,0,0.0,0,0
single,5,2,daytime,143.0,1,146.2,yes,no,yes,male,no,18,6,7,5,13.2,0,6,6,5,11.8,0,1
single,44,1,daytime,180.0,1,180.0,no,no,yes,male,yes,20,7,12,6,14.142857142857142,0,6,10,6,14.125,0,1
single,1,5,daytime,132.0,39,127.8,yes,no,no,male,no,18,5,0,0,0.0,0,5,0,0,0.0,0,0
single,43,1,daytime,130.0,37,130.8,no,no,yes,male,no,22,5,5,0,0.0,0,5,9,3,13.333333333333334,2,1
single,17,2,daytime,133.1,38,109.0,yes,no,yes,male,yes,22,5,7,3,12.333333333333334,0,5,9,3,10.571428571428571,0,1
single,1,5,daytime,131.0,1,132.4,yes,yes,no,male,no,18,6,6,0,0.0,0,6,0,0,0.0,0,0
single,1,3,daytime,149.0,1,129.3,yes,no,yes,male,no,18,8,8,7,13.1,0,8,8,7,13.1,0,1
single,1,1,daytime,124.0,37,125.4,yes,no,yes,male,no,19,6,6,6,13.5,0,6,6,6,13.166666666666666,0,1
single,1,1,daytime,126.0,38,130.2,no,no,yes,male,no,19,5,7,5,10.2,0,5,8,3,12.0,0,1
single,1,1,daytime,140.0,19,132.0,no,no,yes,male,no,19,6,10,5,11.571428571428571,0,6,10,3,13.0,0,0
single,44,1,daytime,170.0,19,170.0,yes,yes,yes,male,no,21,6,7,6,15.285714285714286,0,6,6,6,15.166666666666666,0,1
single,1,2,daytime,133.0,3,130.2,no,no,yes,male,no,19,6,9,5,12.6,0,10,16,8,11.0,1,1
single,18,2,daytime,126.0,3,115.5,no,no,yes,male,no,18,7,11,6,13.433333333333332,0,7,10,4,13.6,0,1
single,16,2,daytime,129.0,19,127.6,yes,no,yes,male,no,19,5,8,5,11.6,0,5,9,3,11.0,0,0
single,7,1,daytime,140.0,19,140.0,no,no,yes,male,no,25,6,6,6,14.666666666666666,0,6,6,6,13.5,0,1
single,1,1,daytime,130.0,37,120.2,yes,no,yes,male,no,22,6,9,6,14.666666666666666,0,6,12,6,14.666666666666666,0,1
single,39,1,daytime,130.0,1,150.0,no,no,yes,male,no,24,8,8,7,12.742857142857144,0,8,8,7,12.742857142857144,0,1
single,1,2,daytime,99.0,1,100.0,yes,no,yes,male,no,19,7,9,7,11.975,0,8,9,7,13.12857142857143,0,1
single,43,1,daytime,146.0,3,100.0,no,no,yes,male,no,18,5,9,4,12.25,0,5,11,3,11.666666666666666,0,1
single,17,1,daytime,129.0,38,128.0,no,no,no,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,2,daytime,132.0,19,128.0,yes,no,yes,male,yes,19,8,8,7,14.935714285714283,0,8,8,7,14.935714285714283,0,1
single,43,3,daytime,110.0,37,107.2,yes,no,yes,male,no,19,6,16,2,10.5,0,6,15,4,10.0,0,0
single,1,1,daytime,116.0,3,110.1,yes,no,yes,male,no,19,6,9,5,13.333333333333334,0,6,6,5,13.0,0,1
single,43,1,daytime,119.0,37,119.0,no,yes,yes,male,no,23,6,6,0,0.0,0,6,8,0,0.0,0,0
married,39,1,daytime,120.0,37,155.5,no,no,yes,male,no,47,6,12,5,13.8,0,6,13,4,14.0,0,0
single,1,1,daytime,117.0,1,118.4,no,no,yes,male,no,19,6,6,6,11.833333333333334,0,6,8,4,10.75,2,1
single,1,4,daytime,137.0,1,141.2,yes,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,124.0,3,119.1,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,43,1,daytime,151.0,1,111.0,no,no,yes,male,no,28,5,9,2,10.0,0,5,9,0,0.0,0,0
single,43,1,daytime,138.6,34,138.6,yes,no,yes,male,no,20,6,10,4,11.5,0,6,11,3,11.666666666666666,0,0
single,17,2,daytime,118.0,19,121.2,no,no,yes,male,yes,18,6,12,3,10.666666666666666,0,6,9,4,12.0,0,1
single,1,1,daytime,136.0,19,150.4,yes,no,yes,male,yes,21,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,123.0,38,117.8,no,no,yes,male,no,19,6,10,4,12.75,0,6,12,2,13.0,0,1
single,39,1,daytime,133.1,38,102.5,no,yes,no,male,no,24,6,7,0,0.0,0,6,7,0,0.0,0,0
single,39,1,daytime,130.0,19,110.0,no,no,yes,male,no,24,6,11,6,11.333333333333334,0,6,12,3,11.333333333333334,0,1
single,39,1,daytime,133.1,38,138.3,yes,yes,no,male,no,25,6,6,0,0.0,0,6,6,0,0.0,0,1
single,39,1,daytime,150.0,3,122.3,no,no,yes,male,no,28,6,10,6,13.0,0,6,8,5,12.2,0,1
married,39,1,evening,130.0,37,127.8,no,no,yes,male,no,37,5,7,4,10.75,0,5,7,3,11.333333333333334,0,1
single,43,1,daytime,128.0,1,100.0,no,no,yes,male,no,19,5,8,5,12.0,0,5,12,2,10.5,0,1
single,17,4,daytime,133.0,38,126.4,yes,no,yes,male,yes,18,7,7,7,13.462857142857144,0,8,8,8,13.90625,0,1
single,39,1,daytime,133.1,37,100.0,no,no,yes,male,no,48,6,13,3,10.0,0,6,15,1,10.0,0,0
single,17,4,daytime,129.0,37,117.1,yes,no,yes,male,no,21,6,6,6,12.333333333333334,0,6,7,6,13.666666666666666,0,1
single,17,1,daytime,128.0,1,124.7,no,no,yes,male,yes,19,7,11,6,12.528571428571428,0,7,10,6,12.416666666666666,0,1
single,43,2,daytime,136.0,19,124.1,no,no,yes,male,yes,21,8,8,0,0.0,8,8,8,0,0.0,8,1
single,44,1,daytime,130.0,37,129.4,yes,yes,no,male,no,23,5,6,0,0.0,0,5,7,0,0.0,0,0
single,1,1,daytime,141.0,1,138.9,yes,no,yes,male,no,18,5,5,5,13.6,0,5,6,4,13.25,1,1
single,44,1,daytime,140.0,1,138.6,no,no,yes,male,no,22,6,7,6,12.333333333333334,0,6,6,2,14.0,0,0
single,16,1,daytime,122.0,19,133.9,yes,no,yes,male,no,25,13,16,10,11.454545454545457,0,11,13,7,12.25,0,0
single,7,1,daytime,140.0,5,140.0,no,yes,yes,male,no,27,13,13,8,13.5,2,11,12,5,14.4,0,0
single,39,1,daytime,133.1,34,95.1,no,no,no,male,no,49,5,5,0,0.0,0,5,6,0,0.0,0,0
single,39,1,evening,120.0,19,128.2,no,no,no,male,no,31,5,5,2,11.0,0,5,0,0,0.0,0,0
single,39,1,daytime,133.1,37,121.5,no,no,yes,male,no,54,6,9,6,13.714285714285714,0,6,13,5,14.333333333333334,0,0
single,7,1,daytime,120.0,38,120.0,yes,yes,no,male,no,25,21,26,21,12.363636363636363,0,16,21,12,12.25,1,0
single,44,1,daytime,130.0,5,130.0,no,no,yes,male,no,20,7,13,3,10.666666666666666,0,6,14,2,11.5,0,1
single,7,1,daytime,120.0,4,120.0,no,no,yes,male,no,28,6,9,2,12.0,0,6,10,3,12.666666666666666,0,0
married,39,1,evening,133.1,37,107.0,no,no,yes,male,no,41,7,7,7,12.857142857142858,0,6,6,6,13.166666666666666,0,1
single,1,2,daytime,122.0,1,116.1,no,no,yes,male,yes,19,6,10,6,13.125,0,6,9,6,12.714285714285714,0,1
single,43,1,daytime,123.0,1,114.4,no,no,yes,male,no,22,5,6,0,0.0,0,5,8,2,11.5,0,0
single,1,1,daytime,178.0,2,157.7,no,no,yes,male,no,34,6,13,2,13.5,0,6,6,0,0.0,0,0
single,39,1,daytime,130.0,38,150.0,no,yes,no,male,no,28,11,14,11,15.090909090909092,0,10,11,10,15.0,0,0
single,1,1,daytime,110.0,37,114.3,yes,no,yes,male,no,42,6,9,5,12.4,0,6,10,5,11.8,0,1
single,18,1,daytime,106.0,1,104.6,no,no,no,male,no,21,6,10,5,14.0,0,6,11,4,14.8,0,1
single,7,1,daytime,140.0,39,140.0,no,no,yes,male,no,50,6,8,2,13.5,0,6,9,1,13.0,0,0
single,1,4,daytime,108.0,3,109.1,yes,no,yes,male,no,19,5,5,0,0.0,0,5,5,0,0.0,0,0
single,43,1,daytime,120.0,3,120.6,no,no,yes,male,no,18,7,12,4,12.65,0,7,10,3,10.666666666666666,0,0
married,39,1,evening,100.0,37,161.9,no,no,yes,male,no,59,5,7,0,0.0,0,5,7,0,0.0,0,0
married,7,1,evening,140.0,34,140.0,yes,no,no,male,no,33,5,5,0,0.0,0,5,5,0,0.0,0,0
single,17,2,daytime,133.1,37,178.0,yes,no,yes,male,yes,23,6,8,6,13.333333333333334,0,6,7,5,12.8,0,1
married,39,1,evening,133.1,37,138.3,no,no,yes,male,no,44,5,9,3,11.333333333333334,0,5,8,5,11.142857142857142,0,0
married,1,4,evening,140.0,34,128.0,yes,no,yes,male,no,37,6,0,0,0.0,0,6,0,0,0.0,0,0
married,39,1,daytime,100.0,37,139.0,no,no,yes,male,no,36,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,2,evening,123.0,1,113.2,no,no,no,male,no,22,5,7,3,11.666666666666666,0,5,8,2,10.5,2,0
married,39,1,evening,133.1,37,139.0,no,no,yes,male,no,49,6,8,6,12.166666666666666,0,6,8,6,14.428571428571429,0,1
single,51,1,daytime,135.0,1,110.0,yes,no,yes,male,no,23,6,7,6,13.333333333333334,0,6,6,4,12.75,0,1
single,1,1,daytime,132.0,1,136.6,yes,no,yes,male,no,19,6,7,5,11.4,0,6,10,3,11.0,3,1
married,43,1,evening,120.0,37,161.1,no,no,yes,male,no,47,6,9,6,12.142857142857142,0,6,6,0,0.0,0,0
single,43,1,daytime,130.0,1,130.0,no,no,yes,male,no,28,18,36,17,13.058823529411764,1,12,15,12,12.307692307692308,0,1
single,44,1,daytime,140.0,1,140.0,no,no,yes,male,no,21,6,13,4,11.75,0,6,15,4,10.5,0,1
single,1,1,daytime,133.1,38,121.0,no,yes,no,male,no,21,6,9,5,11.833333333333334,0,6,8,5,10.0,0,0
single,43,1,daytime,120.0,2,118.6,no,no,yes,male,no,21,11,14,10,12.4,0,10,13,10,11.8,0,1
single,1,1,daytime,140.0,19,138.3,no,no,yes,male,no,20,6,8,6,13.428571428571429,1,6,12,4,11.5,0,1
married,42,1,daytime,133.1,37,115.8,no,no,no,male,no,49,5,5,0,0.0,0,5,9,0,0.0,0,0
single,39,1,evening,120.0,19,160.0,no,no,yes,male,no,40,5,5,5,11.0,0,5,5,5,13.4,0,1
single,17,1,daytime,125.0,1,114.5,no,no,yes,male,yes,22,6,8,6,13.625,0,6,8,6,14.428571428571429,0,1
single,42,1,daytime,136.0,1,117.5,no,no,yes,male,no,19,5,6,4,11.8,0,5,7,2,11.5,0,1
single,39,1,evening,133.1,3,121.7,no,no,yes,male,no,31,5,5,0,0.0,0,5,7,0,0.0,0,0
single,42,1,daytime,120.0,5,115.0,no,no,yes,male,no,30,6,9,2,15.0,0,6,7,2,13.5,0,0
single,1,1,daytime,127.0,37,125.3,no,no,yes,male,no,19,6,9,5,10.8,0,6,11,5,11.0,0,1
single,18,1,daytime,131.0,34,131.0,no,no,yes,male,no,22,5,11,3,13.666666666666666,0,5,10,3,11.333333333333334,0,0
single,1,1,daytime,127.0,19,126.3,no,no,yes,male,no,19,6,8,6,12.833333333333334,0,6,8,6,13.333333333333334,0,1
single,17,1,daytime,132.0,1,127.1,no,no,no,male,no,21,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,3,daytime,137.0,1,138.4,no,no,yes,male,no,19,6,8,6,15.125,0,6,7,6,13.428571428571429,0,1
single,43,2,daytime,126.0,1,100.0,yes,no,yes,male,no,22,5,11,0,0.0,0,5,7,1,10.0,1,0
single,1,1,daytime,136.0,4,126.2,no,no,yes,male,no,22,6,10,5,11.4,0,6,8,5,11.0,0,1
single,1,1,daytime,124.0,1,118.8,no,no,yes,male,no,19,6,12,4,12.25,0,6,9,6,11.0,0,1
single,39,1,daytime,137.0,1,124.5,no,no,no,male,no,26,6,0,0,0.0,0,6,0,0,0.0,0,0
single,44,1,daytime,140.0,5,140.0,no,no,yes,male,no,23,7,12,3,14.0,0,6,12,1,14.0,0,1
single,17,1,daytime,131.0,19,125.1,no,no,yes,male,no,18,6,7,6,12.333333333333334,0,6,10,5,10.8,4,1
single,1,1,daytime,130.0,37,118.8,no,yes,yes,male,yes,22,5,8,5,10.666666666666666,0,5,11,2,11.0,0,1
single,18,5,daytime,136.0,3,125.2,yes,no,yes,male,no,19,5,9,5,11.833333333333334,0,5,9,5,14.714285714285714,0,1
single,17,1,daytime,133.1,1,95.0,no,no,yes,male,no,20,5,14,0,0.0,0,5,5,0,0.0,0,0
single,1,3,daytime,110.0,37,107.6,yes,no,yes,male,yes,22,6,6,6,11.666666666666666,0,6,6,6,12.166666666666666,0,1
single,7,1,daytime,140.0,2,140.0,yes,no,no,male,no,18,5,7,2,13.0,0,5,5,0,0.0,0,0
divorced,43,2,evening,133.1,3,125.4,no,no,yes,male,no,39,2,5,0,0.0,0,4,4,0,0.0,0,0
single,1,1,daytime,141.0,19,128.0,no,no,yes,male,no,18,8,8,0,0.0,3,8,8,0,0.0,3,0
single,17,3,daytime,130.0,1,129.3,no,no,yes,male,yes,18,5,5,5,13.0,0,5,5,5,14.2,0,1
single,1,1,daytime,160.0,19,152.0,no,no,yes,male,yes,19,6,7,6,13.857142857142858,0,6,6,6,14.0,0,1
single,1,1,daytime,140.0,1,128.8,no,no,yes,male,no,18,7,7,6,13.391666666666666,0,8,8,8,12.4875,0,1
